"2020-03-12 15:02:50.386","2","12","3","44","7"
"2020-03-12 15:02:50.387","0","12","3","44","7"
"2020-03-12 15:02:50.390","1","12","3","44","9"
"2020-03-12 15:02:50.396","-1","12","3","44","12"
"2020-03-12 15:11:06.432","0","12","3","44","9"
"2020-03-12 15:11:06.432","-1","12","3","44","8"
"2020-03-12 15:11:06.435","1","12","3","44","9"
"2020-03-12 15:11:06.446","2","12","3","44","11"
"2020-03-12 15:19:25.146","2","12","3","44","7"
"2020-03-12 15:19:25.149","1","12","3","44","9"
"2020-03-12 15:19:25.148","0","12","3","44","8"
"2020-03-12 15:19:25.153","-1","12","3","44","12"
"2020-03-12 15:28:54.231","0","12","3","44","25"
"2020-03-12 15:28:54.235","-1","12","3","44","31"
"2020-03-12 15:28:54.235","2","12","3","44","28"
"2020-03-12 15:28:54.235","1","12","3","44","27"
