"2020-03-12 13:59:47.488","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","12","1583992787478"
"2020-03-12 13:59:47.488","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","12","1583992787478"
"2020-03-12 14:00:17.479","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","28","1583992817478"
"2020-03-12 14:00:17.479","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","28","1583992817478"
"2020-03-12 14:00:17.479","apperror","healthcheck","ENETUNREACH","api.weixin.qq.com:443","1","1583992817478"
"2020-03-12 14:00:17.479","warning","lookup:api.weixin.qq.com:undefined:0:undefined","dnscache_master_refresh_error","ENOTFOUND","1","1583992817478"
"2020-03-12 14:00:17.479","warning","lookup:www.qq.com:undefined:0:undefined","dnscache_master_refresh_error","ENOTFOUND","1","1583992817478"
"2020-03-12 14:00:47.480","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","32","1583992847479"
"2020-03-12 14:00:47.480","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","32","1583992847479"
"2020-03-12 14:01:17.480","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","28","1583992877479"
"2020-03-12 14:01:17.480","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","28","1583992877479"
"2020-03-12 14:01:17.480","apperror","healthcheck","ENETUNREACH","api.weixin.qq.com:443","1","1583992877479"
"2020-03-12 14:01:47.480","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","32","1583992907479"
"2020-03-12 14:01:47.480","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","32","1583992907479"
"2020-03-12 14:02:17.481","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","28","1583992937479"
"2020-03-12 14:02:17.481","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","28","1583992937479"
"2020-03-12 14:02:17.481","apperror","healthcheck","ENETUNREACH","api.weixin.qq.com:443","1","1583992937479"
"2020-03-12 14:02:47.481","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","32","1583992967480"
"2020-03-12 14:02:47.481","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","32","1583992967480"
"2020-03-12 14:03:17.485","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","28","1583992997481"
"2020-03-12 14:03:17.485","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","28","1583992997481"
"2020-03-12 14:03:17.485","apperror","healthcheck","ENETUNREACH","api.weixin.qq.com:443","1","1583992997481"
"2020-03-12 14:03:47.485","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","32","1583993027481"
"2020-03-12 14:03:47.485","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","32","1583993027481"
"2020-03-12 14:04:17.486","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","28","1583993057482"
"2020-03-12 14:04:17.486","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","28","1583993057482"
"2020-03-12 14:04:17.486","apperror","healthcheck","ENETUNREACH","api.weixin.qq.com:443","1","1583993057482"
"2020-03-12 14:04:47.487","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","32","1583993087484"
"2020-03-12 14:04:47.487","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","32","1583993087484"
"2020-03-12 14:05:17.489","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","28","1583993117485"
"2020-03-12 14:05:17.489","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","28","1583993117485"
"2020-03-12 14:05:17.489","apperror","healthcheck","ENETUNREACH","api.weixin.qq.com:443","1","1583993117485"
"2020-03-12 14:05:17.489","warning","lookup:api.weixin.qq.com:undefined:0:undefined","dnscache_master_refresh_error","ENOTFOUND","1","1583993117485"
"2020-03-12 14:05:17.489","warning","lookup:www.qq.com:undefined:0:undefined","dnscache_master_refresh_error","ENOTFOUND","1","1583993117485"
"2020-03-12 14:05:47.486","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","32","1583993147485"
"2020-03-12 14:05:47.486","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","32","1583993147485"
"2020-03-12 14:05:47.486","apperror","healthcheck","ENETUNREACH","api.weixin.qq.com:443","1","1583993147485"
"2020-03-12 14:06:17.489","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","28","1583993177485"
"2020-03-12 14:06:17.489","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","28","1583993177485"
"2020-03-12 14:06:47.491","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","32","1583993207486"
"2020-03-12 14:06:47.491","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","32","1583993207486"
"2020-03-12 14:07:17.491","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","28","1583993237488"
"2020-03-12 14:07:17.491","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","28","1583993237488"
"2020-03-12 14:07:17.491","apperror","healthcheck","ENETUNREACH","api.weixin.qq.com:443","1","1583993237488"
"2020-03-12 14:07:47.492","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","32","1583993267488"
"2020-03-12 14:07:47.492","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","32","1583993267488"
"2020-03-12 14:08:17.489","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","28","1583993297488"
"2020-03-12 14:08:17.489","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","28","1583993297488"
"2020-03-12 14:08:17.489","apperror","healthcheck","ENETUNREACH","api.weixin.qq.com:443","1","1583993297488"
"2020-03-12 14:08:47.490","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","40","1583993327488"
"2020-03-12 14:08:47.490","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","40","1583993327488"
"2020-03-12 14:09:17.491","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","28","1583993357487"
"2020-03-12 14:09:17.491","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","28","1583993357487"
"2020-03-12 14:09:17.491","apperror","healthcheck","ENETUNREACH","api.weixin.qq.com:443","1","1583993357487"
"2020-03-12 14:09:47.490","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","32","1583993387488"
"2020-03-12 14:09:47.491","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","32","1583993387488"
"2020-03-12 14:10:17.488","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","28","1583993417487"
"2020-03-12 14:10:17.489","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","28","1583993417487"
"2020-03-12 14:10:17.489","apperror","healthcheck","ENETUNREACH","api.weixin.qq.com:443","1","1583993417487"
"2020-03-12 14:10:17.489","warning","lookup:api.weixin.qq.com:undefined:0:undefined","dnscache_master_refresh_error","ENOTFOUND","1","1583993417487"
"2020-03-12 14:10:17.489","warning","lookup:www.qq.com:undefined:0:undefined","dnscache_master_refresh_error","ENOTFOUND","1","1583993417487"
"2020-03-12 14:10:47.488","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","32","1583993447487"
"2020-03-12 14:10:47.488","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","32","1583993447487"
"2020-03-12 14:11:17.492","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","28","1583993477489"
"2020-03-12 14:11:17.492","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","28","1583993477489"
"2020-03-12 14:11:47.492","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","32","1583993507490"
"2020-03-12 14:11:47.492","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","32","1583993507490"
"2020-03-12 14:12:17.492","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","28","1583993537490"
"2020-03-12 14:12:17.492","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","28","1583993537490"
"2020-03-12 14:12:17.492","apperror","healthcheck","ENETUNREACH","api.weixin.qq.com:443","1","1583993537490"
"2020-03-12 14:12:47.491","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","32","1583993567490"
"2020-03-12 14:12:47.491","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","32","1583993567490"
"2020-03-12 14:13:17.492","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","28","1583993597490"
"2020-03-12 14:13:17.492","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","28","1583993597490"
"2020-03-12 14:13:17.492","apperror","healthcheck","ENETUNREACH","api.weixin.qq.com:443","1","1583993597490"
"2020-03-12 14:13:47.492","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","32","1583993627490"
"2020-03-12 14:13:47.492","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","32","1583993627490"
"2020-03-12 14:14:17.493","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","28","1583993657490"
"2020-03-12 14:14:17.493","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","28","1583993657490"
"2020-03-12 14:14:17.493","apperror","healthcheck","ENETUNREACH","api.weixin.qq.com:443","1","1583993657490"
"2020-03-12 14:14:47.492","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","32","1583993687491"
"2020-03-12 14:14:47.492","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","32","1583993687491"
"2020-03-12 14:14:47.492","apperror","healthcheck","ENETUNREACH","api.weixin.qq.com:443","1","1583993687491"
"2020-03-12 14:15:17.492","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","28","1583993717491"
"2020-03-12 14:15:17.492","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","28","1583993717491"
"2020-03-12 14:15:17.492","warning","lookup:api.weixin.qq.com:undefined:0:undefined","dnscache_master_refresh_error","ENOTFOUND","1","1583993717491"
"2020-03-12 14:15:17.492","warning","lookup:www.qq.com:undefined:0:undefined","dnscache_master_refresh_error","ENOTFOUND","1","1583993717491"
"2020-03-12 14:15:47.492","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","32","1583993747491"
"2020-03-12 14:15:47.492","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","32","1583993747491"
"2020-03-12 14:16:17.492","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","28","1583993777491"
"2020-03-12 14:16:17.492","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","28","1583993777491"
"2020-03-12 14:16:47.492","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","28","1583993807491"
"2020-03-12 14:16:47.492","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","29","1583993807491"
"2020-03-12 14:17:16.228","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","32","1583993836227"
"2020-03-12 14:17:16.228","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","31","1583993836227"
"2020-03-12 14:17:46.228","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","28","1583993866227"
"2020-03-12 14:17:46.228","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","28","1583993866227"
"2020-03-12 14:18:16.229","critical","redis","DEFAULT_SLAVE","connect ECONNREFUSED 127.0.0.1:16379","32","1583993896228"
"2020-03-12 14:18:16.229","critical","redis","DEFAULT_MASTER","connect ECONNREFUSED 127.0.0.1:6379","32","1583993896228"
