"2020-03-12 06:11:23.331","2","10","3","42","23"
"2020-03-12 06:11:23.335","0","10","3","42","27"
"2020-03-12 06:11:23.338","1","10","3","42","29"
"2020-03-12 06:11:23.343","-1","10","3","42","19"
"2020-03-12 06:30:30.630","-1","12","3","44","23"
"2020-03-12 06:30:30.631","0","12","3","44","24"
"2020-03-12 06:30:30.632","1","12","3","44","23"
"2020-03-12 06:30:30.628","2","12","3","44","24"
"2020-03-12 06:34:16.859","1","12","3","44","7"
"2020-03-12 06:34:16.861","-1","12","3","44","8"
"2020-03-12 06:34:16.859","2","12","3","44","8"
"2020-03-12 06:34:16.867","0","12","3","44","9"
"2020-03-12 06:36:06.890","1","12","3","44","15"
"2020-03-12 06:36:06.894","2","12","3","44","10"
"2020-03-12 06:36:06.897","0","12","3","44","10"
"2020-03-12 06:36:06.898","-1","12","3","44","10"
"2020-03-12 06:37:54.390","1","12","3","44","25"
"2020-03-12 06:37:54.395","-1","12","3","44","27"
"2020-03-12 06:37:54.388","2","12","3","44","31"
"2020-03-12 06:37:54.401","0","12","3","44","21"
"2020-03-12 06:39:28.586","0","12","3","44","7"
"2020-03-12 06:39:28.582","-1","12","3","44","7"
"2020-03-12 06:39:28.586","2","12","3","44","8"
"2020-03-12 06:39:28.588","1","12","3","44","7"
"2020-03-12 06:40:02.514","0","12","3","44","16"
"2020-03-12 06:40:02.509","2","12","3","44","17"
"2020-03-12 06:40:02.514","1","12","3","44","17"
"2020-03-12 06:40:02.508","-1","12","3","44","14"
"2020-03-12 06:42:55.784","-1","12","3","44","7"
"2020-03-12 06:42:55.781","0","12","3","44","7"
"2020-03-12 06:42:55.794","2","12","3","44","7"
"2020-03-12 06:42:55.795","1","12","3","44","8"
"2020-03-12 06:44:53.347","-1","12","3","44","8"
"2020-03-12 06:44:53.341","0","12","3","44","11"
"2020-03-12 06:44:53.373","2","12","3","44","13"
"2020-03-12 06:44:53.369","1","12","3","44","13"
"2020-03-12 06:45:24.084","0","12","3","44","17"
"2020-03-12 06:45:24.090","2","12","3","44","16"
"2020-03-12 06:45:24.092","1","12","3","44","15"
"2020-03-12 06:45:24.088","-1","12","3","44","17"
"2020-03-12 06:46:05.087","0","12","3","44","11"
"2020-03-12 06:46:05.088","2","12","3","44","11"
"2020-03-12 06:46:05.110","-1","12","3","44","13"
"2020-03-12 06:46:05.094","1","12","3","44","15"
"2020-03-12 06:51:18.169","0","12","3","44","14"
"2020-03-12 06:51:18.169","2","12","3","44","14"
"2020-03-12 06:51:18.155","1","12","3","44","14"
"2020-03-12 06:51:18.185","-1","12","3","44","16"
"2020-03-12 06:51:37.362","1","12","3","44","7"
"2020-03-12 06:51:37.355","2","12","3","44","7"
"2020-03-12 06:51:37.364","-1","12","3","44","7"
"2020-03-12 06:51:37.357","0","12","3","44","7"
