"2020-03-12 06:09:51.259","Error: ENOENT: no such file or directory, stat 'D:\workspace\do1\smartgate_rule\smartgate114\etc\config.json'"
"2020-03-12 06:10:21.270","Error: ENOENT: no such file or directory, stat 'D:\workspace\do1\smartgate_rule\smartgate114\etc\config.json'"
"2020-03-12 06:10:51.282","Error: ENOENT: no such file or directory, stat 'D:\workspace\do1\smartgate_rule\smartgate114\etc\config.json'"
